smiles,logK1,metal_type,n_atoms,n_dative_bonds,donor_elements,n_measurements
C1CN2->[Cd+2]<-N(C1)CCOCCOCC2,5.4,Cd,14,2,N,1
C1CN2->[Cd+2]<-N(C1)CCSCC2,6.5,Cd,11,2,N,1
C1CN2->[Cd+2]<-N(CCN1)CC2,9.3,Cd,10,2,N,3
C1CN2->[Cd+2]<-N(CCN1)CCOCC2,10.73,Cd,13,2,N,1
C1CN2->[Cd+2]<-N(CCN1)CCOCCOCC2,10.16,Cd,16,2,N,2
C1CN2->[Cd+2]<-N(CCN1)CCSCC2,9.91,Cd,13,2,N,1
C1CN2->[Cd+2]<-N(CCO1)CC2,4.48,Cd,10,2,N,1
C1CN2->[Cd+2]<-N(CCO1)CCSCC2,8.1,Cd,13,2,N,1
C1CN2->[Cd+2]<-N(CCO1)CCSCCSCC2,6.83,Cd,16,2,N,2
C1CN2->[Cd+2]<-N(CCS1)CC2,6.82,Cd,10,2,N,3
C1CN2->[Cd+2]<-N1CC2,2.28,Cd,7,2,N,1
C1CN2->[Cd+2]<-NC(CN1)C2,6.49,Cd,9,2,N,1
C1CN2->[Cd+2]<-NC1C2,3.4,Cd,7,2,N,1
C1CN2->[Co+2]<-N(C1)CCOCC2,5.4,Co,11,2,N,1
C1CN2->[Co+2]<-N(C1)CCSCC2,7.3,Co,11,2,N,1
C1CN2->[Co+2]<-N(CCN1)CC2,12.47,Co,10,2,N,3
C1CN2->[Co+2]<-N(CCN1)CCOCC2,10.54,Co,13,2,N,1
C1CN2->[Co+2]<-N(CCN1)CCOCCOCC2,8.49,Co,16,2,N,1
C1CN2->[Co+2]<-N(CCN1)CCSCC2,11.11,Co,13,2,N,1
C1CN2->[Co+2]<-N(CCO1)CC2,6.24,Co,10,2,N,2
C1CN2->[Co+2]<-N(CCO1)CCSCCSCC2,5.32,Co,16,2,N,2
C1CN2->[Co+2]<-N(CCS1)CC2,7.955,Co,10,2,N,2
C1CN2->[Co+2]<-NC(CN1)C2,7.85,Co,9,2,N,1
C1CN2->[Co+3]<-N(CCN1)CC2,13.65,Co,10,2,N,1
C1CN2->[Cu+2]<-N(C1)CC2,7.8,Cu,8,2,N,1
C1CN2->[Cu+2]<-N(C1)CCC2,10.535,Cu,9,2,N,2
C1CN2->[Cu+2]<-N(C1)CCOCC2,8.925,Cu,11,2,N,2
C1CN2->[Cu+2]<-N(C1)CCOCCOCC2,8.39,Cu,14,2,N,1
C1CN2->[Cu+2]<-N(C1)CCSCC2,11.595,Cu,11,2,N,2
C1CN2->[Cu+2]<-N(CCN1)CC2,15.575,Cu,10,2,N,8
C1CN2->[Cu+2]<-N(CCN1)CCOCC2,15.74,Cu,13,2,N,1
C1CN2->[Cu+2]<-N(CCN1)CCOCCOCC2,15.555,Cu,16,2,N,4
C1CN2->[Cu+2]<-N(CCN1)CCSCC2,17.915,Cu,13,2,N,2
C1CN2->[Cu+2]<-N(CCO1)CC2,10.84,Cu,10,2,N,4
C1CN2->[Cu+2]<-N(CCO1)CCSCC2,9.81,Cu,13,2,N,1
C1CN2->[Cu+2]<-N(CCO1)CCSCCSCC2,11.6,Cu,16,2,N,3
C1CN2->[Cu+2]<-N(CCS1)CC2,12.65,Cu,10,2,N,3
C1CN2->[Cu+2]<-N(CCS1)CCSCC2,12.02,Cu,13,2,N,1
C1CN2->[Cu+2]<-N1CC2,3.32,Cu,7,2,N,1
C1CN2->[Cu+2]<-NC(CN1)C2,11.07,Cu,9,2,N,1
C1CN2->[Cu+2]<-NC1C2,8.24,Cu,7,2,N,1
C1CN2->[Fe+2]<-N(CCN1)CC2,14.51,Fe,10,2,N,1
C1CN2->[Fe+2]<-N(CCN1)CCOCCOCC2,7.79,Fe,16,2,N,1
C1CN2->[Fe+2]<-N(CCN1)CCSCC2,7.82,Fe,13,2,N,1
C1CN2->[Fe+2]<-N(CCO1)CC2,5.0,Fe,10,2,N,1
C1CN2->[Fe+2]<-N(CCS1)CC2,5.9,Fe,10,2,N,1
C1CN2->[Fe+3]<-N(CCN1)CC2,13.24,Fe,10,2,N,1
C1CN2->[Hg+2]<-N(C1)CCOCCOCC2,13.3,Hg,14,2,N,1
C1CN2->[Hg+2]<-N(CCN1)CC2,12.5,Hg,10,2,N,1
C1CN2->[Hg+2]<-N(CCN1)CCOCC2,14.83,Hg,13,2,N,1
C1CN2->[Hg+2]<-N(CCN1)CCSCC2,24.32,Hg,13,2,N,1
C1CN2->[Hg+2]<-N(CCO1)CCSCC2,10.3,Hg,13,2,N,2
C1CN2->[Mn+2]<-N(CCN1)CC2,7.065,Mn,10,2,N,2
C1CN2->[Mn+2]<-N(CCN1)CCOCC2,5.85,Mn,13,2,N,1
C1CN2->[Mn+2]<-N(CCN1)CCOCCOCC2,6.63,Mn,16,2,N,1
C1CN2->[Mn+2]<-N(CCO1)CC2,3.0,Mn,10,2,N,1
C1CN2->[Ni+2]<-N(C1)CCOCC2,5.88,Ni,11,2,N,2
C1CN2->[Ni+2]<-N(C1)CCOCCOCC2,5.83,Ni,14,2,N,1
C1CN2->[Ni+2]<-N(C1)CCSCC2,10.1,Ni,11,2,N,1
C1CN2->[Ni+2]<-N(CCN1)CC2,13.6,Ni,10,2,N,3
C1CN2->[Ni+2]<-N(CCN1)CCOCC2,12.25,Ni,13,2,N,1
C1CN2->[Ni+2]<-N(CCN1)CCOCCOCC2,9.18,Ni,16,2,N,3
C1CN2->[Ni+2]<-N(CCN1)CCSCC2,9.45,Ni,13,2,N,1
C1CN2->[Ni+2]<-N(CCO1)CC2,8.4,Ni,10,2,N,5
C1CN2->[Ni+2]<-N(CCO1)CCSCCSCC2,8.0,Ni,16,2,N,3
C1CN2->[Ni+2]<-N(CCS1)CC2,10.94,Ni,10,2,N,4
C1CN2->[Ni+2]<-N(CCS1)CCSCC2,9.07,Ni,13,2,N,1
C1CN2->[Ni+2]<-NC(CN1)C2,10.53,Ni,9,2,N,1
C1CN2->[Ni+2]<-NC1C2,4.1,Ni,7,2,N,1
C1CN2->[Pb+2]<-N(C1)CCOCCOCC2,5.7,Pb,14,2,N,1
C1CN2->[Pb+2]<-N(CCN1)CC2,10.65,Pb,10,2,N,2
C1CN2->[Pb+2]<-N(CCN1)CCOCC2,11.54,Pb,13,2,N,1
C1CN2->[Pb+2]<-N(CCN1)CCOCCOCC2,10.18,Pb,16,2,N,2
C1CN2->[Pb+2]<-N(CCN1)CCSCC2,11.0,Pb,13,2,N,1
C1CN2->[Pb+2]<-N(CCO1)CC2,5.17,Pb,10,2,N,1
C1CN2->[Pb+2]<-N(CCO1)CCSCC2,6.765,Pb,13,2,N,2
C1CN2->[Pb+2]<-N(CCO1)CCSCCSCC2,5.67,Pb,16,2,N,3
C1CN2->[Pb+2]<-N(CCS1)CC2,6.9,Pb,10,2,N,3
C1CN2->[Zn+2]<-N(C1)CCOCC2,5.02,Zn,11,2,N,2
C1CN2->[Zn+2]<-N(C1)CCOCCOCC2,4.89,Zn,14,2,N,1
C1CN2->[Zn+2]<-N(C1)CCSCC2,6.875,Zn,11,2,N,2
C1CN2->[Zn+2]<-N(CCN1)CC2,11.6,Zn,10,2,N,5
C1CN2->[Zn+2]<-N(CCN1)CCOCC2,10.48,Zn,13,2,N,1
C1CN2->[Zn+2]<-N(CCN1)CCOCCOCC2,8.95,Zn,16,2,N,5
C1CN2->[Zn+2]<-N(CCN1)CCSCC2,9.58,Zn,13,2,N,1
C1CN2->[Zn+2]<-N(CCO1)CC2,6.36,Zn,10,2,N,3
C1CN2->[Zn+2]<-N(CCO1)CCSCC2,5.1,Zn,13,2,N,1
C1CN2->[Zn+2]<-N(CCO1)CCSCCSCC2,4.76,Zn,16,2,N,2
C1CN2->[Zn+2]<-N(CCS1)CC2,7.425,Zn,10,2,N,2
C1CN2->[Zn+2]<-NC(CN1)C2,7.44,Zn,9,2,N,1
C1CN2->[Zn+2]<-NC=2S1,3.15,Zn,7,2,N,1
C1CN2CCN3(->[Cd+2]<-N(CCN1)CC3)CC2,10.07,Cd,15,2,N,1
C1CN2CCN3(->[Cu+2]<-N(CCN1)CC3)CC2,21.5,Cu,15,2,N,1
C1CN2CCN3(->[Ni+2]<-N(CCN1)CC3)CC2,14.2,Ni,15,2,N,2
C1CN2CCN3(->[Pb+2]<-N(CCN1)CC3)CC2,11.71,Pb,15,2,N,1
C1CN2CCN3(->[Zn+2]<-N(CCN1)CC3)CC2,10.95,Zn,15,2,N,1
C1CN2CCNCC3CCC(CNCCN4(->[Co+2]<-N(CC4)CC4CCC(CNCC2)O4)CCNCC2CCC(CN1)O2)O3,7.8,Co,42,2,N,1
C1CN2CCNCC3CCC(CNCCN4(->[Cu+2]<-N(CC4)CC4CCC(CNCC2)O4)CCNCC2CCC(CN1)O2)O3,17.2,Cu,42,2,N,1
C1CN2CCNCC3CCC(CNCCN4(->[Ni+2]<-N(CC4)CC4CCC(CNCC2)O4)CCNCC2CCC(CN1)O2)O3,6.4,Ni,42,2,N,1
C1CN2CCNCC3CCC(CNCCN4(->[Zn+2]<-N(CC4)CC4CCC(CNCC2)O4)CCNCC2CCC(CN1)O2)O3,8.92,Zn,42,2,N,1
C1CN2CCOCCN3(->[Ag]<-N(CCN1)CC3)CCOCC2,11.5,Ag,21,2,N,1
C1CN2CCOCCN3(->[Cd+2]<-N(CCN1)CC3)CCOCC2,16.3,Cd,21,2,N,1
C1CN2CCOCCN3(->[Cu+2]<-N(CCN1)CC3)CCOCC2,19.7,Cu,21,2,N,1
C1CN2CCOCCN3(->[Mg+2]<-N(CCN1)CC3)CCOCC2,1.9,Mg,21,2,N,1
C1CN2CCOCCN3(->[Ni+2]<-N(CCN1)CC3)CCOCC2,7.8,Ni,21,2,N,1
C1CN2CCOCCN3(->[Zn+2]<-N(CCN1)CC3)CCOCC2,11.3,Zn,21,2,N,1
C1CN2CCOCCN34->[Ba+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,8.2,Ba,35,2,N,1
C1CN2CCOCCN34->[Ca+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,4.1,Ca,35,2,N,1
C1CN2CCOCCN34->[Cd+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,8.84,Cd,35,2,N,1
C1CN2CCOCCN34->[Co+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,5.61,Co,35,2,N,1
C1CN2CCOCCN34->[Pb+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,10.57,Pb,35,2,N,1
C1CN2CCOCCN34->[Sr+2]<-N(CCOCC2)(CCOCCN(CCO1)CCOCC3)CCOCC4,6.7,Sr,35,2,N,1
C1CN2CCOCCOCCN3(->[Ag]<-N(CCN1)CC3)CCOCCOCC2,8.7,Ag,27,2,N,1
C1CN2CCOCCOCCN3(->[Cd+2]<-N(CCN1)CC3)CCOCCOCC2,12.7,Cd,27,2,N,1
C1CNC(CNCCN2->[Cu+2]<-N3CCCC3C2)C1,20.84,Cu,17,2,N,1
C1CNC(NCCCN2->[Ni+2]<-N3CCCC23)C1,15.24,Ni,16,2,N,1
C1CNCCCN2(->[Cu+2]<-NCCC2)CCCNC1,16.0,Cu,17,2,N,1
C1CNCCCN2(->[Zn+2]<-NCCC2)CCCNC1,11.7,Zn,17,2,N,1
C1CNCCCN2->[Bi+3]<-N(CCC2)CCNC1,23.5,Bi,16,2,N,1
C1CNCCCN2->[Cd+2]<-N(C1)CCC2,7.0,Cd,13,2,N,1
C1CNCCCN2->[Cd+2]<-N(CCC2)CCNC1,12.1,Cd,16,2,N,1
C1CNCCCN2->[Cd+2]<-N(CCCNC1)CCC2,12.65,Cd,17,2,N,1
C1CNCCCN2->[Cu+2]<-N(C1)CCC2,12.665,Cu,13,2,N,6
C1CNCCCN2->[Cu+2]<-N(CCC2)CCNC1,24.4,Cu,16,2,N,1
C1CNCCCN2->[Cu+2]<-N(CCCNC1)CCC2,21.26,Cu,17,2,N,2
C1CNCCCN2->[Hg+2]<-N(CCC2)CCNC1,23.7,Hg,16,2,N,1
C1CNCCCN2->[Ni+2]<-N(C1)CCC2,10.865,Ni,13,2,N,2
C1CNCCCN2->[Ni+2]<-N(CCC2)CCNC1,18.38,Ni,16,2,N,1
C1CNCCCN2->[Ni+2]<-N(CCCNC1)CCC2,13.23,Ni,17,2,N,1
C1CNCCCN2->[Pb+2]<-N(CCC2)CCNC1,10.11,Pb,16,2,N,2
C1CNCCCN2->[Pb+2]<-N(CCCNC1)CCC2,9.29,Pb,17,2,N,1
C1CNCCCN2->[Zn+2]<-N(C1)CCC2,8.725,Zn,13,2,N,6
C1CNCCCN2->[Zn+2]<-N(CCC2)CCNC1,15.3,Zn,16,2,N,3
C1CNCCCN2->[Zn+2]<-N(CCCNC1)CCC2,13.035,Zn,17,2,N,2
C1CNCCCN2CCCN3CCCNCCCN4->[Cd+2]<-N(CCCN(CCCNC1)CC2)(CCC4)CC3,10.6,Cd,37,2,N,1
C1CNCCCN2CCCN3CCCNCCCN4->[Cu+2]<-N(CCCN(CCCNC1)CC2)(CCC4)CC3,16.2,Cu,37,2,N,1
C1CNCCCN2CCCN3CCCNCCCN4->[Zn+2]<-N(CCCN(CCCNC1)CC2)(CCC4)CC3,8.5,Zn,37,2,N,1
C1CNCCCNCCCN2->[Cd+2]<-N(CCCNCCCNC1)CCC2,8.27,Cd,25,2,N,1
C1CNCCCNCCCN2->[Cu+2]<-N(CCCNCCCNC1)CCC2,14.87,Cu,25,2,N,1
C1CNCCCNCCCN2->[Ni+2]<-N(CCCNCCCNC1)CCC2,10.66,Ni,25,2,N,1
C1CNCCCNCCCN2->[Zn+2]<-N(CCCNCCCNC1)CCC2,10.68,Zn,25,2,N,1
C1CNCCCNCCOCCN2->[Co+2]<-N(CCCNCCOCCNC1)CCC2,5.98,Co,29,2,N,1
C1CNCCCNCCOCCN2->[Cu+2]<-N(CCCNCCOCCNC1)CCC2,12.58,Cu,29,2,N,1
C1CNCCCNCCOCCN2->[Ni+2]<-N(CCCNCCOCCNC1)CCC2,7.35,Ni,29,2,N,1
C1CNCCCNCCOCCN2->[Zn+2]<-N(CCCNCCOCCNC1)CCC2,8.21,Zn,29,2,N,1
C1CNCCN(CCN(CCN2CCNCCNCCNCC2)CCN23->[Cu+2]<-N(CCNCCNCC2)CC3)CCNCCN1,21.9,Cu,44,2,N,1
C1CNCCN(CCN(CCN2CCNCCNCCNCC2)CCN23->[Zn+2]<-N(CCNCCNCC2)CC3)CCNCCN1,19.155,Zn,44,2,N,2
C1CNCCN(CCN23->[Cu+2]<-N(CCNCC2)CC3)CCN1,27.82,Cu,21,2,N,1
C1CNCCN(CCN23->[Ni+2]<-N(CCNCC2)CC3)CCN1,26.5,Ni,21,2,N,1
C1CNCCN(CCN23->[Zn+2]<-N(CCNCC2)CC3)CCN1,22.78,Zn,21,2,N,1
C1CNCCN(Cc2nc(CN34->[Zn+2]<-N(CCNCC3)CC4)n[nH]2)CCN1,26.09,Zn,26,2,N,1
C1CNCCN2(->[Cu+2]<-NCC2)C1,14.31,Cu,11,2,N,1
C1CNCCN2(->[Cu+2]<-NCC2)CCN1,20.41,Cu,13,2,N,1
C1CNCCN2(->[Ni+2]<-NCC2)C1,6.5,Ni,11,2,N,1
C1CNCCN2(->[Zn+2]<-NCC2)CCN1,13.81,Zn,13,2,N,1
C1CNCCN2->[Bi+3]<-N(CCN1)CC2,23.475,Bi,13,2,N,2
C1CNCCN2->[Ca+2]<-N(CCN1)CC2,3.11,Ca,13,2,N,2
C1CNCCN2->[Cd+2]<-N(C1)CC2,8.45,Cd,11,2,N,2
C1CNCCN2->[Cd+2]<-N(C1)CCC2,8.6,Cd,12,2,N,1
C1CNCCN2->[Cd+2]<-N(CCN1)CC2,14.3,Cd,13,2,N,1
C1CNCCN2->[Cd+2]<-N(CCNCCN1)CC2,18.6,Cd,16,2,N,2
C1CNCCN2->[Cd+2]<-N(CCOCCN1)CC2,13.51,Cd,16,2,N,1
C1CNCCN2->[Cd+2]<-N(CCOCCOCCN1)CC2,10.0,Cd,19,2,N,1
C1CNCCN2->[Co+2]<-N(C1)CC2,10.73,Co,11,2,N,1
C1CNCCN2->[Co+2]<-N(CCN1)CC2,13.79,Co,13,2,N,1
C1CNCCN2->[Co+2]<-N(CCNCCN1)CC2,16.76,Co,16,2,N,1
C1CNCCN2->[Co+2]<-N(CCNCCNCCOCCN1)CCOCC2,9.81,Co,25,2,N,3
C1CNCCN2->[Co+2]<-N(CCOCCN1)CC2,12.72,Co,16,2,N,1
C1CNCCN2->[Cu+2]<-N(C1)CC2,16.1,Cu,11,2,N,7
C1CNCCN2->[Cu+2]<-N(C1)CCC2,14.42,Cu,12,2,N,2
C1CNCCN2->[Cu+2]<-N(CCN1)CC2,23.45,Cu,13,2,N,8
C1CNCCN2->[Cu+2]<-N(CCNCCN1)CC2,27.0,Cu,16,2,N,3
C1CNCCN2->[Cu+2]<-N(CCNCCNCCOCCN1)CCOCC2,16.335,Cu,25,2,N,2
C1CNCCN2->[Cu+2]<-N(CCOCCN1)CC2,20.26,Cu,16,2,N,1
C1CNCCN2->[Cu+2]<-N(CCOCCOCCN1)CC2,17.85,Cu,19,2,N,1
C1CNCCN2->[Fe+2]<-N(CCNCCNCCOCCN1)CCOCC2,6.35,Fe,25,2,N,1
C1CNCCN2->[Hg+2]<-N(CCN1)CC2,25.5,Hg,13,2,N,1
C1CNCCN2->[Hg+2]<-N(CCNCCN1)CC2,28.5,Hg,16,2,N,1
C1CNCCN2->[Mg+2]<-N(CCN1)CC2,2.25,Mg,13,2,N,1
C1CNCCN2->[Mn+2]<-N(CCNCCN1)CC2,10.8,Mn,16,2,N,2
C1CNCCN2->[Mn+2]<-N(CCOCCN1)CC2,8.53,Mn,16,2,N,1
C1CNCCN2->[Ni+2]<-N(C1)CC2,14.59,Ni,11,2,N,2
C1CNCCN2->[Ni+2]<-N(C1)CCC2,12.89,Ni,12,2,N,2
C1CNCCN2->[Ni+2]<-N(CCN1)CC2,16.35,Ni,13,2,N,2
C1CNCCN2->[Ni+2]<-N(CCNCCNCCOCCN1)CCOCC2,13.65,Ni,25,2,N,1
C1CNCCN2->[Ni+2]<-N(CCOCCN1)CC2,14.8,Ni,16,2,N,1
C1CNCCN2->[Ni+2]<-N(CCOCCOCCN1)CC2,12.49,Ni,19,2,N,1
C1CNCCN2->[Pb+2]<-N(C1)CC2,9.4,Pb,11,2,N,2
C1CNCCN2->[Pb+2]<-N(CCN1)CC2,15.9,Pb,13,2,N,1
C1CNCCN2->[Pb+2]<-N(CCNCCN1)CC2,16.7,Pb,16,2,N,2
C1CNCCN2->[Pb+2]<-N(CCOCCN1)CC2,12.38,Pb,16,2,N,1
C1CNCCN2->[Pb+2]<-N(CCOCCOCCN1)CC2,9.11,Pb,19,2,N,1
C1CNCCN2->[Zn+2]<-N(C1)CC2,11.24,Zn,11,2,N,4
C1CNCCN2->[Zn+2]<-N(C1)CCC2,10.405,Zn,12,2,N,2
C1CNCCN2->[Zn+2]<-N(CCN1)CC2,15.74,Zn,13,2,N,3
C1CNCCN2->[Zn+2]<-N(CCNCCN1)CC2,18.5,Zn,16,2,N,2
C1CNCCN2->[Zn+2]<-N(CCNCCNCCOCCN1)CCOCC2,10.66,Zn,25,2,N,1
C1CNCCN2->[Zn+2]<-N(CCOCCN1)CC2,13.21,Zn,16,2,N,1
C1CNCCN2->[Zn+2]<-N(CCOCCOCCN1)CC2,9.52,Zn,19,2,N,1
C1CNCCN23->[Cu+2]<-N(CCNCCN(CCN1)CCNCCNCC2)CC3,18.07,Cu,27,2,N,1
C1CNCCN23->[Ni+2]<-N(CCNCCN(CCN1)CCNCCNCC2)CC3,9.72,Ni,27,2,N,1
C1CNCCN23->[Zn+2]<-N(CCNCCN(CCN1)CCNCCNCC2)CC3,12.68,Zn,27,2,N,1
C1CNCCNCCCN2->[Cd+2]<-N(C1)CC2,11.265,Cd,15,2,N,2
C1CNCCNCCCN2->[Co+2]<-N(C1)CC2,12.71,Co,15,2,N,1
C1CNCCNCCCN2->[Cu+2]<-N(C1)CC2,27.645,Cu,15,2,N,4
C1CNCCNCCCN2->[Fe+3]<-N(C1)CC2,24.1,Fe,15,2,N,1
C1CNCCNCCCN2->[Hg+2]<-N(C1)CC2,23.0,Hg,15,2,N,1
C1CNCCNCCCN2->[Ni+2]<-N(C1)CC2,21.15,Ni,15,2,N,2
C1CNCCNCCCN2->[Pb+2]<-N(C1)CC2,10.83,Pb,15,2,N,3
C1CNCCNCCCN2->[Zn+2]<-N(C1)CC2,15.28,Zn,15,2,N,5
C1CNCCNCCN2->[Ca+2]<-N(CCNCCN1)CC2,2.5,Ca,19,2,N,1
C1CNCCNCCN2->[Cd+2]<-N(C1)CC2,12.705,Cd,14,2,N,2
C1CNCCNCCN2->[Cd+2]<-N(C1)CCC2,11.84,Cd,15,2,N,1
C1CNCCNCCN2->[Cd+2]<-N(CCNCCN1)CC2,18.35,Cd,19,2,N,2
C1CNCCNCCN2->[Cd+2]<-N(CCNCCNCCN1)CC2,18.1,Cd,22,2,N,1
C1CNCCNCCN2->[Ce+3]<-N(CCNCCN1)CC2,8.655,Ce,19,2,N,2
C1CNCCNCCN2->[Co+2]<-N(C1)CC2,14.28,Co,14,2,N,1
C1CNCCNCCN2->[Co+2]<-N(C1)CCC2,10.91,Co,15,2,N,1
C1CNCCNCCN2->[Co+2]<-N(CCNCCN1)CC2,18.9,Co,19,2,N,1
C1CNCCNCCN2->[Co+2]<-N(CCNCCNCCN1)CC2,14.69,Co,22,2,N,1
C1CNCCNCCN2->[Cu+2]<-N(C1)CC2,24.4,Cu,14,2,N,1
C1CNCCNCCN2->[Cu+2]<-N(C1)CCC2,27.3,Cu,15,2,N,1
C1CNCCNCCN2->[Cu+2]<-N(CCNCCN1)CC2,24.4,Cu,19,2,N,1
C1CNCCNCCN2->[Cu+2]<-N(CCNCCNCCN1)CC2,19.48,Cu,22,2,N,1
C1CNCCNCCN2->[Dy+3]<-N(CCNCCN1)CC2,10.1,Dy,19,2,N,1
C1CNCCNCCN2->[Er+3]<-N(CCNCCN1)CC2,10.0,Er,19,2,N,1
C1CNCCNCCN2->[Eu+3]<-N(CCNCCN1)CC2,9.185,Eu,19,2,N,2
C1CNCCNCCN2->[Fe+2]<-N(CCNCCNCCN1)CC2,12.09,Fe,22,2,N,1
C1CNCCNCCN2->[Gd+3]<-N(CCNCCN1)CC2,9.1,Gd,19,2,N,2
C1CNCCNCCN2->[Hg+2]<-N(C1)CC2,25.3,Hg,14,2,N,1
C1CNCCNCCN2->[Hg+2]<-N(CCNCCN1)CC2,29.4,Hg,19,2,N,2
C1CNCCNCCN2->[Ho+3]<-N(CCNCCN1)CC2,9.36,Ho,19,2,N,2
C1CNCCNCCN2->[La+3]<-N(CCNCCN1)CC2,7.4,La,19,2,N,2
C1CNCCNCCN2->[Lu+3]<-N(CCNCCN1)CC2,10.475,Lu,19,2,N,2
C1CNCCNCCN2->[Mn+2]<-N(CCNCCN1)CC2,10.5,Mn,19,2,N,1
C1CNCCNCCN2->[Mn+2]<-N(CCNCCNCCN1)CC2,9.79,Mn,22,2,N,1
C1CNCCNCCN2->[Nd+3]<-N(CCNCCN1)CC2,9.115,Nd,19,2,N,2
C1CNCCNCCN2->[Ni+2]<-N(C1)CC2,17.99,Ni,14,2,N,2
C1CNCCNCCN2->[Ni+2]<-N(CCNCCN1)CC2,20.35,Ni,19,2,N,2
C1CNCCNCCN2->[Ni+2]<-N(CCNCCNCCN1)CC2,16.563,Ni,22,2,N,1
C1CNCCNCCN2->[Pb+2]<-N(C1)CC2,13.49,Pb,14,2,N,2
C1CNCCNCCN2->[Pb+2]<-N(C1)CCC2,10.86,Pb,15,2,N,1
C1CNCCNCCN2->[Pb+2]<-N(CCNCCN1)CC2,14.115,Pb,19,2,N,2
C1CNCCNCCN2->[Pb+2]<-N(CCNCCNCCN1)CC2,10.02,Pb,22,2,N,1
C1CNCCNCCN2->[Pd+2]<-N(CCNCCN1)CC2,29.2,Pd,19,2,N,1
C1CNCCNCCN2->[Pd+2]<-N(CCNCCNCCN1)CC2,24.55,Pd,22,2,N,1
C1CNCCNCCN2->[Pr+3]<-N(CCNCCN1)CC2,10.0,Pr,19,2,N,1
C1CNCCNCCN2->[Sm+3]<-N(CCNCCN1)CC2,9.12,Sm,19,2,N,2
C1CNCCNCCN2->[Sr+2]<-N(CCNCCN1)CC2,3.2,Sr,19,2,N,1
C1CNCCNCCN2->[Tb+3]<-N(CCNCCN1)CC2,9.25,Tb,19,2,N,2
C1CNCCNCCN2->[Tm+3]<-N(CCNCCN1)CC2,9.675,Tm,19,2,N,2
C1CNCCNCCN2->[Y+3]<-N(CCNCCN1)CC2,8.52,Y,19,2,N,1
C1CNCCNCCN2->[Yb+3]<-N(CCNCCN1)CC2,11.2,Yb,19,2,N,1
C1CNCCNCCN2->[Zn+2]<-N(C1)CC2,15.7,Zn,14,2,N,3
C1CNCCNCCN2->[Zn+2]<-N(C1)CCC2,15.44,Zn,15,2,N,1
C1CNCCNCCN2->[Zn+2]<-N(CCNCCN1)CC2,18.25,Zn,19,2,N,2
C1CNCCNCCN2->[Zn+2]<-N(CCNCCNCCN1)CC2,13.33,Zn,22,2,N,1
C1CNCCNCCNCCCN2->[Cd+2]<-N(C1)CC2,15.5,Cd,18,2,N,1
C1CNCCNCCNCCCN2->[Cu+2]<-N(C1)CC2,23.8,Cu,18,2,N,1
C1CNCCNCCNCCCN2->[Hg+2]<-N(C1)CC2,26.5,Hg,18,2,N,1
C1CNCCNCCNCCCN2->[Pb+2]<-N(C1)CC2,11.6,Pb,18,2,N,1
C1CNCCNCCNCCCN2->[Zn+2]<-N(C1)CC2,15.8,Zn,18,2,N,1
C1CNCCNCCNCCN2->[Cd+2]<-N(C1)CC2,18.1,Cd,17,2,N,1
C1CNCCNCCNCCN2->[Cd+2]<-N(CCNCCNCCN1)CC2,14.52,Cd,25,2,N,1
C1CNCCNCCNCCN2->[Co+2]<-N(C1)CC2,15.95,Co,17,2,N,1
C1CNCCNCCNCCN2->[Co+2]<-N(CCNCCNCCN1)CC2,13.2,Co,25,2,N,1
C1CNCCNCCNCCN2->[Co+2]<-N(CCNCCNCCNCCN1)CC2,11.84,Co,28,2,N,1
C1CNCCNCCNCCN2->[Cu+2]<-N(C1)CC2,27.1,Cu,17,2,N,1
C1CNCCNCCNCCN2->[Fe+2]<-N(C1)CC2,14.57,Fe,17,2,N,1
C1CNCCNCCNCCN2->[Hg+2]<-N(C1)CC2,27.4,Hg,17,2,N,1
C1CNCCNCCNCCN2->[Mn+2]<-N(CCNCCNCCN1)CC2,6.27,Mn,25,2,N,1
C1CNCCNCCNCCN2->[Ni+2]<-N(C1)CC2,17.7,Ni,17,2,N,1
C1CNCCNCCNCCN2->[Ni+2]<-N(CCNCCNCCN1)CC2,13.94,Ni,25,2,N,1
C1CNCCNCCNCCN2->[Pb+2]<-N(C1)CC2,14.3,Pb,17,2,N,1
C1CNCCNCCNCCN2->[Pb+2]<-N(CCNCCNCCN1)CC2,10.83,Pb,25,2,N,1
C1CNCCNCCNCCN2->[Pb+2]<-N(CCNCCNCCNCCN1)CC2,9.77,Pb,28,2,N,1
C1CNCCNCCNCCN2->[Zn+2]<-N(C1)CC2,17.9,Zn,17,2,N,1
C1CNCCNCCNCCN2->[Zn+2]<-N(CCNCCNCCN1)CC2,13.49,Zn,25,2,N,1
C1CNCCNCCNCCNCCN2->[Pb+2]<-N(CCNCCNCCNCCN1)CC2,10.24,Pb,31,2,N,1
C1CNCCNCCOCCN2->[Cd+2]<-N(C1)CC2,13.44,Cd,17,2,N,1
